"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"8955","Prosopis spicigera","tree","erect","perennial","evergreen, single stem","forest/wood","","25","35","5","50","250","500","100","875","15","15","30","30","---","---","-","-","5.5","6","5","6.7","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","short day (<12 hours)","-4","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","210","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8955"
"8958","Prosopis tamarugo","tree","erect","perennial","deciduous, single stem, C3 photosynthesis","forage/pasture, vegetables, forest/wood, environmental, weed","","18","32","8","36","150","250","100","300","18","18","35","43","---","---","-","2500","7","8","6.5","8.5","very bright","very bright","very bright","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","short day (<12 hours)","-12","-1","","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","120","environmental","shade & shelter","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8958"
"8959","Prosopis velutina","tree","erect","perennial","single stem, C3 photosynthesis","forest/wood","","23","28","19","34","500","800","340","1100","-","-","-","-","---","---","-","-","5.5","6.5","5","7","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","low","low","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), steppe or semiarid (Bs)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","240","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8959"
"8965","Prunus avium","tree","erect","perennial","deciduous, single stem","fruits & nuts, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild","18","28","6","40","500","900","300","1500","-","40","-","60","---","---","-","-","5.5","6.5","4.5","7","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",NA,"-3","0","",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","240","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8965"
"8967","Prunus capuli","tree","erect","perennial","deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood","grown on small scale","10","22","8","30","400","1800","300","2200","24","20","38","42","---","---","-","3400","5.5","6.5","5","7.5","clear skies","very bright","cloudy skies","very bright","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","not sensitive","-20","0","","","","home garden, small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8967"
"8970","Prunus cerasus","tree","erect","perennial","deciduous, single stem","fruits & nuts, materials, forest/wood","grown on small scale, harvested from wild","15","25","4","30","800","1600","500","2700","45","30","60","60","---","---","-","800","6","6.5","4.5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-10","-4","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","240","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8970"
"8980","Prunus laurocerasus","shrub","prostrate/procumbent/semi-erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","no input","no input","","","","home garden, large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","poison","mammals","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8980"
"8983","Prunus mume","shrub, tree","erect","perennial","single stem, multi stem","fruits & nuts, ornamentals/turf","","18","34","6","38","800","1000","600","1200","20","10","40","40","---","---","-","2000","5","6.5","4.5","7","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-2","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","210","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8983"
"8992","Prunus salicina","shrub, tree","erect","perennial","deciduous, single stem, multi stem","fruits & nuts, ornamentals/turf","","18","34","6","38","750","900","650","1100","10","20","40","40","---","---","-","3000","5.5","6.5","4.5","7.5","very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-4","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","240","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8992"
"8995","Prunus spinosa","shrub","prostrate/procumbent/semi-erect","perennial","deciduous, multi stem","fruits & nuts, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","40","35","58","60","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","temperate oceanic (Do)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=8995"
"9001","Psathyrostachys juncea","grass","","perennial","multi stem","forage/pasture, environmental","","9","22","2","28","500","900","300","1100","40","-","60","-","---","---","-","-","6","7","5.3","7.8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-10","-1","grazing/browsing, trampling","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","150","environmental","erosion control","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9001"
"9018","Psidium friedrichsthalianum","tree","erect","perennial","single stem","fruits & nuts, ornamentals/turf, forest/wood","harvested from wild","22","28","16","31","1200","1600","640","2670","8","-","20","20","---","---","-","1000","6.5","7.2","6","7.7","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours)","no input","no input","flooding","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","210","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9018"
"9029","Psoralea patens","herb","","perennial","multi stem","forage/pasture","","20","28","5","35","450","750","400","1000","10","10","40","40","---","---","300","600","7","7.5","6.5","8","clear skies","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","short day (<12 hours)","-2","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","150","animal food (feed)","minerals","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9029"
"9041","Pterocarpus angolensis","tree","erect","perennial","deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","","15","32","12","38","700","1500","500","2000","10","5","30","35","---","---","-","1650","5.5","7","5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw)",NA,"-1","-1","fire",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9041"
"9042","Pterocarpus dalbergioides","tree","erect","perennial","evergreen, semi evergreen, single stem","vegetables, materials, medicinals & aromatic, forest/wood","","22","32","15","37","3000","3500","2500","4000","5","-","15","20","---","---","-","100","5.5","6.5","5","7.5","very bright","clear skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","270","300","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9042"
"9043","Pterocarpus erinaceus","shrub, tree","erect","perennial","deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","","22","32","15","36","800","1600","600","4000","-","-","20","20","---","---","-","600","5","5.5","4.5","6.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","270","animal food (feed)","minerals","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9043"
"9044","Pterocarpus lucens","shrub, tree","erect","perennial","deciduous, single stem, multi stem","forage/pasture, vegetables, medicinals & aromatic","","15","32","12","40","400","700","250","900","5","-","20","30","---","---","-","3000","5.5","7","5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","light","light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9044"
"9045","Pterocarpus macrocarpus","tree","erect","perennial","deciduous, single stem","forest/wood","","24","34","8","44","1500","2500","875","5000","10","10","30","30","---","---","-","850","5.5","6.5","5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","270","300","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9045"
"9046","Pterocarpus marsupium","tree","erect","perennial","deciduous, single stem","materials, forest/wood","","22","32","4","47","1000","1500","750","2000","10","10","25","25","---","---","-","1200","6","7","5.5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","270","300","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9046"
"9048","Pterocarpus santalinoides",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0",NA,NA,NA,"http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9048"
"9049","Pterocarpus santalinus","tree","erect","perennial","deciduous, single stem","materials, medicinals & aromatic","","26","32","7","46","1000","1900","875","2800","5","5","20","20","---","---","150","1000","5","5.5","4.5","6.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw)","short day (<12 hours)","-1","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","270","material","dye/tannin","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9049"
"9065","Puccinellia tenuiflora","grass","erect","perennial","multi stem","forage/pasture","","16","26","6","35","300","500","250","600","35","35","50","50","---","---","-","2000","7","8","6.5","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)","steppe or semiarid (Bs), temperate continental (Dc)","long day (>14 hours)","-20","-5","flooding","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","180","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9065"
"9068","Pulmonaria officinalis","herb","erect","perennial","multi stem","medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","45","42","55","58","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","subtropical dry summer (Cs), temperate oceanic (Do)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9068"
"9086","Pyrus pyrifolia","tree","erect","perennial","deciduous, single stem","forest/wood","grown on large scale","17","25","7","40","600","900","400","2100","30","-","45","-","---","---","-","-","5.5","6.5","5","7","very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-35","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9086"
"9096","Quercus agrifolia","tree","erect","perennial","evergreen, single stem","fruits & nuts, materials, ornamentals/turf, forest/wood, environmental","","10","30","5","35","500","1000","300","1500","32","30","40","42","---","---","-","1700","5.5","6.5","5","7","cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, organic","heavy, medium, light, wide, organic","high","moderate","low (6-15% of CEC)","low (6-15% of CEC)","","","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), subtropical dry summer (Cs)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","protein","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9096"
"9097","Quercus alba","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental","grown on small scale","12","28","7","32","900","1300","750","2000","32","30","43","45","---","---","-","1800","5.5","7","5","8","clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light, wide","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","drought, flooding","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","270","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9097"
"9098","Quercus bicolor","tree","erect","perennial","deciduous, single stem","forage/pasture, forest/wood, environmental","","15","28","10","40","750","1200","650","1300","35","33","40","42","---","---","-","1400","6.5","7.5","6","8","cloudy skies","clear skies","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, wide, organic","heavy, medium, light, wide, organic","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","temperate oceanic (Do), temperate continental (Dc)",NA,"-34","-1","flooding",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","210","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9098"
"9107","Quercus dilatata","tree","erect","perennial","evergreen, single stem","forest/wood","","15","25","2","32","1500","2000","1100","2400","30","30","40","40","---","---","2000","3000","5","6","4.5","7","very bright","light shade","very bright","heavy shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","subtropical humid (Cf), temperate continental (Dc)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-8","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","240","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9107"
"9114","Quercus ilex","shrub, tree","erect","perennial","evergreen, single stem, multi stem","forest/wood, environmental","","14","32","4","36","450","700","375","750","-","-","-","-","---","---","-","3000","6","7","5.5","7.5","very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","180","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9114"
"9118","Quercus incana","tree","erect","perennial","evergreen, single stem","forest/wood","","15","25","2","38","1500","2500","1000","3000","25","25","40","40","---","---","630","2700","5","6","4.5","7","very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","subtropical humid (Cf), temperate continental (Dc)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-7","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","160","240","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9118"
"9121","Quercus lamellosa","tree","erect","perennial","evergreen, single stem","forest/wood","","15","25","4","32","3000","4000","2500","4500","20","20","30","30","---","---","1000","3000","5.5","6.5","5","7.5","very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","0","","fire","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9121"
"9122","Quercus lanuginosa","tree","erect","perennial","evergreen, single stem","forest/wood","","15","25","2","32","2000","2500","1500","3000","25","25","35","35","---","---","1300","2600","5.5","6.5","5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","subtropical humid (Cf), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-7","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9122"
"9123","Quercus lineata","tree","erect","perennial","evergreen, single stem","forest/wood, environmental","","15","25","4","32","3000","4000","2500","4500","-","-","20","27","---","---","-","3000","7","7.5","6","8.5","very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","environmental","erosion control","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9123"
"9138","Quercus robur","tree","erect","perennial","deciduous, single stem","ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild","10","18","5","41","600","950","350","1000","45","38","60","65","---","---","-","1500","-","-","4.5","7.5","cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","deep (>>150 cm)","heavy, medium, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","subtropical dry summer (Cs), temperate oceanic (Do)","","-50","-1","","drought","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9138"
"9140","Quercus semecarpifolia","tree","erect","perennial","evergreen, single stem","materials, forest/wood","","12","22","2","30","800","2000","500","2500","25","25","35","35","---","---","2300","4000","5.5","6.5","5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), temperate continental (Dc)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-10","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","150","material","dye/tannin","stems","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9140"
"9143","Quercus suber","tree","erect","perennial","evergreen, single stem","forest/wood","grown on large scale","14","32","5","42","600","1000","310","2000","30","30","50","50","---","---","-","1500","5.5","7","4.5","8.2","very bright","very bright","very bright","clear skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours)","-5","0","","","","large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","cork/cork substitutes","stems","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9143"
"9146","Quercus virginiana","tree","erect","perennial","multi stem","forest/wood","","18","32","7","38","1200","1800","900","2400","5","5","15","15","---","---","220","500","6","7","5.5","7.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), subtropical humid (Cf)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","210","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9146"
"9149","Quisqualis indica","vine","climber/scrambler/scadent","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","heavy, medium","heavy, medium","","","","","","","well (dry spells)","well (dry spells)","","","no input","no input","","","","home garden","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","digestive system applications","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9149"
